date_yyyyddmm,miles_traveled,spending_bridge,spending_pavement,spending_total,construction_costindex,diesel_price,gas_price,personal_transport_cost,autosales_millions
2019-06-01,281345000000.0,2270000000.0,7230000000.0,29555000000.0,1.9511,3.089,2.716,,4873000.0
2019-07-01,295744000000.0,2558000000.0,7785000000.0,31383000000.0,,3.045,2.74,444754000000.0,4647000.0
2019-08-01,286857000000.0,2626000000.0,7770000000.0,31536000000.0,,3.005,2.6210000000000004,,4582000.0
2019-09-01,271986000000.0,2509000000.0,7417000000.0,30705000000.0,1.9618,3.016,2.592,,4584000.0
2019-10-01,284203000000.0,2238000000.0,6575000000.0,28985000000.0,,3.053,2.627,441584000000.0,4421000.0
2019-11-01,260333000000.0,1860000000.0,4922000000.0,25617000000.0,,3.069,2.5980000000000003,,4404000.0
2019-12-01,273844000000.0,1405000000.0,3487000000.0,22024000000.0,,3.055,2.555,,4473000.0
2020-01-01,,1360000000.0,3014000000.0,20220000000.0,,3.048,2.548,421303000000.0001,4359000.0
2020-02-01,,1403000000.0,3202000000.0,20726000000.0,,2.91,2.4419999999999997,,4261000.0
2020-03-01,,1542000000.0,3964000000.0,22507000000.0,,2.7289999999999996,2.234,,2903000.0
2020-04-01,,1600000000.0,5023000000.0,24994000000.0,,2.4930000000000003,1.841,345726000000.0,1974000.0
2020-05-01,,1900000000.0,6391000000.0,28157000000.0,,2.392,1.87,,2708000.0
2020-06-01,,2222000000.0,7613000000.0,31563000000.0,,2.408,2.082,,2967000.0
2020-07-01,,,,,,2.434,2.1830000000000003,,
2020-08-01,,,,,,,,,
